model,AIC,k,n_obs,AICc,PC,region,TraitSet,DeltaAICc,Weight
OUM_Diet,85.37281736695414,5,343,85.55085890998085,morphoPC2,AO,Morphology,6.67002309072835,0.016851587042308616
OUM_Habitat,84.61494074562025,6,343,84.86494074562025,morphoPC2,AO,Morphology,5.984104926367749,0.02374575840436618
OUM_Symbiosis,82.18438950141035,4,343,82.30273269667663,morphoPC2,AO,Morphology,3.421896877424132,0.08549927920038883
DDlin,100.52574798399434,3,343,100.59654444417133,morphoPC2,AO,Morphology,21.715708624918832,9.109860066603513e-6
DDexp,80.5725156028128,3,343,80.64331206298979,morphoPC2,AO,Morphology,1.7624762437372965,0.19602030726252254
MC,112.69556234567101,3,343,112.766358805848,morphoPC2,AO,Morphology,33.885522986595504,2.074292965058637e-8
WN,325.0556645241402,1,343,325.06739472941877,morphoPC3,IO,Morphology,27.741329245680106,9.347447906240807e-7
BM,362.40838703057597,1,343,362.42011723585455,morphoPC3,IO,Morphology,65.09405175211589,7.238564010055907e-15
EB,364.52014178157543,1,343,364.531871986854,morphoPC3,IO,Morphology,67.20580650311535,2.5182027939135315e-15
OU,321.1628648737488,1,343,321.17459507902737,morphoPC3,IO,Morphology,23.84852959528871,6.546418374520627e-6
OUM_Diet,297.14802394071194,5,343,297.32606548373866,morphoPC3,IO,Morphology,0,0.9877480012018041
OUM_Habitat,318.95861749677965,7,343,319.2929458549886,morphoPC3,IO,Morphology,21.966880371249943,1.6772534527980758e-5
OUM_Symbiosis,305.93294503067557,5,343,306.1109865737023,morphoPC3,IO,Morphology,8.784921089963632,0.012218693837070634
DDlin,337.97999721268064,3,343,338.05079367285765,morphoPC3,IO,Morphology,40.72472818911899,1.4170454983311799e-9
DDexp,320.45613922821497,3,343,320.526935688392,morphoPC3,IO,Morphology,23.200870204653313,9.049846374349867e-6
MC,364.51950675407227,3,343,364.5903032142493,morphoPC3,IO,Morphology,67.26423773051062,2.4456962724034365e-15
WN,613.733382526782,1,343,613.7451127320605,morphoPC3,IAA,Morphology,36.28461193305088,1.3206192859199223e-8
BM,897.0566402312323,1,343,897.0683704365109,morphoPC3,IAA,Morphology,319.60786963750127,3.961995038423134e-70
EB,899.1177191906546,1,343,899.1294493959332,morphoPC3,IAA,Morphology,321.66894859692354,1.4136969398837034e-70
OU,615.793081594605,1,343,615.8048117998836,morphoPC3,IAA,Morphology,38.34431100087397,4.715412229610444e-9
OUM_Diet,577.282459255983,5,343,577.4605007990097,morphoPC3,IAA,Morphology,0,0.9997260426851902
OUM_Habitat,597.5218581426404,7,343,597.8561865008494,morphoPC3,IAA,Morphology,20.39568570183974,3.724038207644905e-5
OUM_Symbiosis,593.9793662777596,5,343,594.1574078207863,morphoPC3,IAA,Morphology,16.69690702177661,2.366975231150574e-4
DDlin,811.1621292841303,3,343,811.2329257443073,morphoPC3,IAA,Morphology,233.77242494529764,1.7252177513779843e-51
DDexp,618.0408044194733,3,343,618.1116008796503,morphoPC3,IAA,Morphology,40.65110008064062,1.488013191724916e-9
MC,899.1161864007286,3,343,899.1869828609056,morphoPC3,IAA,Morphology,321.7264820618959,1.37360886412508e-70
WN,382.3755332048673,1,343,382.38726341014586,morphoPC3,CPO,Morphology,26.79911605495323,1.5157725636385712e-6
BM,540.0054198829783,1,343,540.0171500882569,morphoPC3,CPO,Morphology,184.4290027330643,8.948269554404178e-41
EB,542.1039692223081,1,343,542.1156994275867,morphoPC3,CPO,Morphology,186.5275520723941,3.133609384149664e-41
OU,383.04296656031255,1,343,383.05469676559113,morphoPC3,CPO,Morphology,27.4665494103985,1.0856822315814153e-6
OUM_Diet,355.4101058121659,5,343,355.58814735519263,morphoPC3,CPO,Morphology,0,0.9999727218647414
OUM_Habitat,380.8027306443729,6,343,381.0527306443729,morphoPC3,CPO,Morphology,25.46458328918027,2.9540929069990535e-6
OUM_Symbiosis,376.9579028547682,5,343,377.1359443977949,morphoPC3,CPO,Morphology,21.54779704260227,2.0938399255006414e-5
DDlin,489.5416303103629,3,343,489.6124267705399,morphoPC3,CPO,Morphology,134.02427941534728,7.888340661206473e-30
DDexp,383.63452966807455,3,343,383.70532612825156,morphoPC3,CPO,Morphology,28.117178773058924,7.841883014319705e-7
MC,542.1032134513521,3,343,542.1740099115291,morphoPC3,CPO,Morphology,186.58586255633645,3.0435672229179424e-41
WN,35.72367001663621,1,343,35.73540022191481,morphoPC3,EPO,Morphology,0,0.4667066090269231
BM,42.03935946934199,1,343,42.051089674620584,morphoPC3,EPO,Morphology,6.315689452705776,0.019843095000346696
EB,44.83361430681211,1,343,44.845344512090705,morphoPC3,EPO,Morphology,9.109944290175896,0.004907323440101324
OU,37.77676613861656,1,343,37.788496343895154,morphoPC3,EPO,Morphology,2.053096121980346,0.16719365528229335
OUM_Diet,42.64354226222229,5,343,42.821583805249,morphoPC3,EPO,Morphology,7.08618358333419,0.01349891109251419
OUM_Habitat,39.033434111106665,4,343,39.151777306372935,morphoPC3,EPO,Morphology,3.4163770844581265,0.08456430677190682
OUM_Symbiosis,40.94275590686325,4,343,41.06109910212952,morphoPC3,EPO,Morphology,5.325698880214709,0.03255240896108559
DDlin,40.42361147886908,3,343,40.49440793904607,morphoPC3,EPO,Morphology,4.7590077171312615,0.04321540182679224
DDexp,37.77153243329566,3,343,37.842328893472654,morphoPC3,EPO,Morphology,2.1069286715578457,0.16275344987711
MC,44.83347800997038,3,343,44.90427447014737,morphoPC3,EPO,Morphology,9.168874248232562,0.004764838720926698
WN,65.96643827456893,1,343,65.97816847984753,morphoPC3,AO,Morphology,0,0.5082575774181685
BM,118.88605815514626,1,343,118.89778836042485,morphoPC3,AO,Morphology,52.91961988057733,1.6395867983997335e-12
EB,121.36495738208284,1,343,121.37668758736143,morphoPC3,AO,Morphology,55.398519107513906,4.747317574726394e-13
OU,68.44506804872839,1,343,68.45679825400698,morphoPC3,AO,Morphology,2.478629774159458,0.14718252366699722
OUM_Diet,69.45466892704988,5,343,69.63271047007659,morphoPC3,AO,Morphology,3.6545419902290632,0.08175421483992686
OUM_Habitat,74.4449427873222,6,343,74.6949427873222,morphoPC3,AO,Morphology,8.71677430747468,0.00650519577440751
OUM_Symbiosis,68.19031221081313,4,343,68.30865540607941,morphoPC3,AO,Morphology,2.3304869262318846,0.15849846331896436
DDlin,107.79346245661884,3,343,107.86425891679583,morphoPC3,AO,Morphology,41.88609043694831,4.0797625725565865e-10
DDexp,69.20345818622349,3,343,69.27425464640048,morphoPC3,AO,Morphology,3.2960861665529535,0.09780202457098408
MC,121.36475009763159,3,343,121.43554655780858,morphoPC3,AO,Morphology,55.45737807796105,4.609642255703559e-13
WN,318.0861853190248,1,343,318.0979155243034,morphoPC4,IO,Morphology,2.2931648700194387,0.18524142880561095
BM,412.08921477451406,1,343,412.10094497979264,morphoPC4,IO,Morphology,96.29619432550868,7.165386724918317e-22
EB,414.2011867656433,1,343,414.21291697092187,morphoPC4,IO,Morphology,98.4081663166379,2.4924746154468497e-22
OU,319.6690859612202,1,343,319.6808161664988,morphoPC4,IO,Morphology,3.8760655122148364,0.0839490169704572
OUM_Diet,319.6606200569791,5,343,319.8386616000058,morphoPC4,IO,Morphology,4.033910945721857,0.07757823856508404
OUM_Habitat,324.0304221944069,7,343,324.3647505526159,morphoPC4,IO,Morphology,8.55999989833191,0.00807071824914494
OUM_Symbiosis,315.62670911125724,5,343,315.80475065428396,morphoPC4,IO,Morphology,0,0.5830322078554947
DDlin,376.4027925284043,3,343,376.4735889885813,morphoPC4,IO,Morphology,60.668838334297334,3.9050058666963156e-14
DDexp,320.2120329675133,3,343,320.28282942769033,morphoPC4,IO,Morphology,4.4780787734063665,0.062128389554169126
MC,414.20057742826043,3,343,414.27137388843744,morphoPC4,IO,Morphology,98.46662323415347,2.420677790492607e-22
WN,607.7966613342857,1,343,607.8083915395642,morphoPC4,IAA,Morphology,12.01091360674343,0.0019306721637271226
BM,756.8663388163702,1,343,756.8780690216488,morphoPC4,IAA,Morphology,161.080591088828,8.234540316825873e-36
EB,758.9272538885311,1,343,758.9389840938097,morphoPC4,IAA,Morphology,163.1415061609889,2.938443458678656e-36
OU,608.0830191838714,1,343,608.09474938915,morphoPC4,IAA,Morphology,12.297271456329213,0.001673118564437841
OUM_Diet,595.6194363897941,5,343,595.7974779328208,morphoPC4,IAA,Morphology,0,0.7831506018452484
OUM_Habitat,603.4485124031742,7,343,603.7828407613831,morphoPC4,IAA,Morphology,7.985362828562302,0.014449265787821642
OUM_Symbiosis,598.3632986209013,5,343,598.541340163928,morphoPC4,IAA,Morphology,2.7438622311071867,0.19862008937673858
DDlin,685.9833362109506,3,343,686.0541326711276,morphoPC4,IAA,Morphology,90.25665473830679,1.9717948686020376e-20
DDexp,612.5250095130383,3,343,612.5958059732153,morphoPC4,IAA,Morphology,16.798328040394495,1.7625226202637318e-4
MC,758.9262139468167,3,343,758.9970104069937,morphoPC4,IAA,Morphology,163.19953247417288,2.8544148010466996e-36
WN,394.1906153109774,1,343,394.202345516256,morphoPC4,CPO,Morphology,7.794396883298646,0.007718218809843385
BM,460.77201814875576,1,343,460.78374835403434,morphoPC4,CPO,Morphology,74.37579972107699,2.6887421884663567e-17
EB,462.87037807510507,1,343,462.88210828038365,morphoPC4,CPO,Morphology,76.47415964742629,9.416642722230201e-18
OU,388.58475627283553,1,343,388.5964864781141,morphoPC4,CPO,Morphology,2.188537845156759,0.12729575166377988
OUM_Diet,388.31269959830547,5,343,388.4907411413322,morphoPC4,CPO,Morphology,2.082792508374837,0.1342073243294688
OUM_Habitat,386.15794863295736,6,343,386.40794863295736,morphoPC4,CPO,Morphology,0,0.38023217574734025
OUM_Symbiosis,387.51349660030723,5,343,387.69153814333396,morphoPC4,CPO,Morphology,1.2835895103766006,0.2001340315341187
DDlin,423.22320714176095,3,343,423.29400360193796,morphoPC4,CPO,Morphology,36.8860549689806,3.7182946227441575e-9
DDexp,388.191953320314,3,343,388.262749780491,morphoPC4,CPO,Morphology,1.8548011475336352,0.15041249419715427
MC,462.86964267109965,3,343,462.94043913127666,morphoPC4,CPO,Morphology,76.5324904983193,9.145968679272275e-18
WN,52.10189385779956,1,343,52.113624063078156,morphoPC4,EPO,Morphology,4.908191793253479,0.05744489039147237
BM,52.053126341075725,1,343,52.06485654635432,morphoPC4,EPO,Morphology,4.859424276529644,0.058862829809594494
EB,54.84731258464704,1,343,54.85904278992564,morphoPC4,EPO,Morphology,7.653610520100962,0.014557650992487074
OU,53.02848687501267,1,343,53.040217080291264,morphoPC4,EPO,Morphology,5.834784810466587,0.03614467199227588
OUM_Diet,47.02739072679797,5,343,47.205432269824676,morphoPC4,EPO,Morphology,0,0.6684235014565089
OUM_Habitat,51.60990722162227,4,343,51.72825041688854,morphoPC4,EPO,Morphology,4.522818147063866,0.06965210228548682
OUM_Symbiosis,55.968222381452925,4,343,56.086565576719195,morphoPC4,EPO,Morphology,8.881133306894519,0.007880215911434271
DDlin,52.973714260840794,3,343,53.04451072101779,morphoPC4,EPO,Morphology,5.83907845119311,0.03606715910730974
DDexp,52.931712689383986,3,343,53.00250914956098,morphoPC4,EPO,Morphology,5.797076879736302,0.0368326071607183
MC,54.84726075719654,3,343,54.91805721737353,morphoPC4,EPO,Morphology,7.7126249475488535,0.014134370892712148
WN,81.55443935175634,1,343,81.56616955703494,morphoPC4,AO,Morphology,5.164885804839045,0.06537854747434337
BM,110.29835111966729,1,343,110.31008132494588,morphoPC4,AO,Morphology,33.90879757274999,3.747780377462866e-8
EB,112.77720897853024,1,343,112.78893918380884,morphoPC4,AO,Morphology,36.38765543161294,1.0851680241452197e-8
OU,83.28952105543452,1,343,83.30125126071312,morphoPC4,AO,Morphology,6.899967508517221,0.027457883799864052
OUM_Diet,84.71457820715696,5,343,84.89261975018367,morphoPC4,AO,Morphology,8.491335997987775,0.012390983708002196
OUM_Habitat,87.92126963876946,6,343,88.17126963876946,morphoPC4,AO,Morphology,11.769985886573565,0.002405226657778386
OUM_Symbiosis,76.28294055692962,4,343,76.4012837521959,morphoPC4,AO,Morphology,0,0.8649200602819731
DDlin,101.69632601404824,3,343,101.76712247422523,morphoPC4,AO,Morphology,25.365838722029338,2.6844423211553706e-6
DDexp,83.2314259071907,3,343,83.30222236736769,morphoPC4,AO,Morphology,6.900938615171796,0.02744455476926421
MC,112.7770026187411,3,343,112.84779907891809,morphoPC4,AO,Morphology,36.44651532672219,1.0536969535343906e-8
WN,324.94348662379656,1,343,324.95521682907514,morphoPC5,IO,Morphology,2.6064070271086166,0.1761077841930236
BM,518.2634516028222,1,343,518.2751818081008,morphoPC5,IO,Morphology,195.92637200613427,1.8487642594366006e-43
EB,520.3755456728239,1,343,520.3872758781025,morphoPC5,IO,Morphology,198.038466076136,6.430520643850404e-44
OU,327.05457338757407,1,343,327.06630359285265,morphoPC5,IO,Morphology,4.717493790886124,0.06128608604707161
OUM_Diet,327.9685177158468,5,343,328.14655925887354,morphoPC5,IO,Morphology,5.797749456907013,0.03570979435647371
OUM_Habitat,327.5073244767391,7,343,327.84165283494804,morphoPC5,IO,Morphology,5.492843032981511,0.04159076780373401
OUM_Symbiosis,322.1707682589398,5,343,322.3488098019665,morphoPC5,IO,Morphology,0,0.6482651088835418
DDlin,473.4837531713373,3,343,473.5545496315143,morphoPC5,IO,Morphology,151.20573982954778,9.502621418910164e-34
DDexp,328.00259121636304,3,343,328.07338767654005,morphoPC5,IO,Morphology,5.7245778745735265,0.03704045871615525
MC,520.3746293881441,3,343,520.4454258483211,morphoPC5,IO,Morphology,198.09661604635454,6.246245235586094e-44
WN,599.3861281891689,1,343,599.3978583944474,morphoPC5,IAA,Morphology,8.235297574823107,0.015210105126208445
BM,869.235923013726,1,343,869.2476532190046,morphoPC5,IAA,Morphology,278.0850923993803,3.845862900649366e-61
EB,871.296967903418,1,343,871.3086981086966,morphoPC5,IAA,Morphology,280.14613728907227,1.3722826955909778e-61
OU,601.3223225597501,1,343,601.3340527650287,morphoPC5,IAA,Morphology,10.171491945404341,0.005776874731783048
OUM_Diet,601.7509627555199,5,343,601.9290042985466,morphoPC5,IAA,Morphology,10.76644347892227,0.004290430449771649
OUM_Habitat,597.187573457823,7,343,597.5219018160319,morphoPC5,IAA,Morphology,6.359340996407582,0.0388589454765726
OUM_Symbiosis,590.9845192765977,5,343,591.1625608196243,morphoPC5,IAA,Morphology,0,0.9341236390361675
DDlin,784.9375518143863,3,343,785.0083482745633,morphoPC5,IAA,Morphology,193.845787454939,7.539220521782813e-43
DDexp,603.663205790178,3,343,603.734002250355,morphoPC5,IAA,Morphology,12.571441430730715,0.0017400051794967853
MC,871.2959415562732,3,343,871.3667380164502,morphoPC5,IAA,Morphology,280.20417719682587,1.333031404989887e-61
WN,359.6221038049259,1,343,359.6338340102045,morphoPC5,CPO,Morphology,0,0.5711046836500092
BM,566.4100845078791,1,343,566.4218147131577,morphoPC5,CPO,Morphology,206.78798070295318,7.133066128293892e-46
EB,568.508656187459,1,343,568.5203863927376,morphoPC5,CPO,Morphology,208.88655238253307,2.497912377977718e-46
OU,361.7196645058306,1,343,361.7313947111092,morphoPC5,CPO,Morphology,2.097560700904694,0.20009498449598845
OUM_Diet,366.5219001864114,5,343,366.69994172943814,morphoPC5,CPO,Morphology,7.066107719233628,0.01668514273945389
OUM_Habitat,363.55474696862,6,343,363.80474696862,morphoPC5,CPO,Morphology,4.170912958415499,0.07095997938834156
OUM_Symbiosis,363.1463419845444,5,343,363.3243835275711,morphoPC5,CPO,Morphology,3.6905495173666054,0.09022420760495999
DDlin,513.707935760172,3,343,513.778732220349,morphoPC5,CPO,Morphology,154.14489821014445,1.9256456314777124e-34
DDexp,364.3972389692161,3,343,364.4680354293931,morphoPC5,CPO,Morphology,4.8342014191886165,0.05093100212124688
MC,568.5076908928828,3,343,568.5784873530598,morphoPC5,CPO,Morphology,208.9446533428553,2.4263907230762756e-46
WN,54.82223571758503,1,343,54.83396592286363,morphoPC5,EPO,Morphology,0,0.6031818705463295
BM,65.08162502805628,1,343,65.09335523333488,morphoPC5,EPO,Morphology,10.25938931047125,0.0035698518828965456
EB,67.875916496788,1,343,67.88764670206659,morphoPC5,EPO,Morphology,13.053680779202963,8.828308771583955e-4
OU,57.61635289847518,1,343,57.628083103753774,morphoPC5,EPO,Morphology,2.7941171808901473,0.14918097561199406
OUM_Diet,63.30149264679059,5,343,63.4795341898173,morphoPC5,EPO,Morphology,8.645568266953674,0.007999944685191794
OUM_Habitat,60.0480568419513,4,343,60.16640003721757,morphoPC5,EPO,Morphology,5.332434114353944,0.041930005971759055
OUM_Symbiosis,59.97124052769821,4,343,60.08958372296448,morphoPC5,EPO,Morphology,5.2556178001008504,0.04357178730428559
DDlin,62.3822230936202,3,343,62.45301955379719,morphoPC5,EPO,Morphology,7.619053630933564,0.0133657029603385
DDexp,57.75025689728062,3,343,57.821053357457615,morphoPC5,EPO,Morphology,2.987087434593988,0.1354598170882134
MC,67.87574451633722,3,343,67.94654097651421,morphoPC5,EPO,Morphology,13.112575053650588,8.572130718331997e-4
WN,93.02525754406591,1,343,93.0369877493445,morphoPC5,AO,Morphology,3.2763144047190735,0.052826709104721814
BM,103.7387714290006,1,343,103.75050163427919,morphoPC5,AO,Morphology,13.989828289653758,2.491400663021486e-4
EB,106.21760598698489,1,343,106.22933619226349,morphoPC5,AO,Morphology,16.468662847638058,7.213922804224527e-5
OU,89.84094299304098,1,343,89.85267319831958,morphoPC5,AO,Morphology,0.09199985369414776,0.25960836126647163
OUM_Diet,90.00092785083302,5,343,90.17896939385973,morphoPC5,AO,Morphology,0.41829604923429997,0.2205283140006662
OUM_Habitat,92.92435299024227,6,343,93.17435299024227,morphoPC5,AO,Morphology,3.4136796456168383,0.049320227776174494
OUM_Symbiosis,91.00108242398125,4,343,91.11942561924752,morphoPC5,AO,Morphology,1.3587522746220912,0.13779925912526766
DDlin,96.81868048241328,3,343,96.88947694259028,morphoPC5,AO,Morphology,7.128803597964847,0.00769655110782587
DDexp,89.68987688444844,3,343,89.76067334462543,morphoPC5,AO,Morphology,0,0.2718292520674806
MC,106.2174240037268,3,343,106.2882204639038,morphoPC5,AO,Morphology,16.527547119278367,7.004625704736634e-5
WN,332.7193408581669,1,343,332.7310710634455,morphoPC6,IO,Morphology,21.848545091679,1.780068430694593e-5
BM,391.4044031657435,1,343,391.41613337102206,morphoPC6,IO,Morphology,80.53360739925557,3.214676925516879e-18
EB,393.5163855542383,1,343,393.5281157595169,morphoPC6,IO,Morphology,82.6455897877504,1.1182172417168355e-18
OU,330.9125556278095,1,343,330.9242858330881,morphoPC6,IO,Morphology,20.041759861321623,4.393140832877985e-5
OUM_Diet,319.7824315519493,5,343,319.960473094976,morphoPC6,IO,Morphology,9.077947123209526,0.010556909833201844
OUM_Habitat,310.54819761355753,7,343,310.8825259717665,morphoPC6,IO,Morphology,0,0.9880706147638564
OUM_Symbiosis,332.9967349946672,5,343,333.1747765376939,morphoPC6,IO,Morphology,22.292250565927418,1.4258941215188296e-5
DDlin,356.78124649066274,3,343,356.85204295083975,morphoPC6,IO,Morphology,45.96951697907326,1.0295186151372694e-10
DDexp,324.0839254662832,3,343,324.1547219264602,morphoPC6,IO,Morphology,13.2721959546937,0.001296484266138972
MC,393.5157881568275,3,343,393.5865846170045,morphoPC6,IO,Morphology,82.70405864523804,1.0860000199897982e-18
WN,588.823785091989,1,343,588.8355152972675,morphoPC6,IAA,Morphology,83.05397159940514,9.173064051552147e-19
BM,584.6278888609097,1,343,584.6396190661883,morphoPC6,IAA,Morphology,78.8580753683259,7.475525304569739e-18
EB,586.6886138311161,1,343,586.7003440363947,morphoPC6,IAA,Morphology,80.91880033853226,2.6678473374321264e-18
OU,529.9336495518812,1,343,529.9453797571598,morphoPC6,IAA,Morphology,24.16383605929741,5.627880637013618e-6
OUM_Diet,526.1092323355904,5,343,526.287273878617,morphoPC6,IAA,Morphology,20.505730180754654,3.5050359476146724e-5
OUM_Habitat,515.7384384132151,7,343,516.0727667714241,morphoPC6,IAA,Morphology,10.291223073561696,0.005790879293041211
OUM_Symbiosis,528.477496107894,5,343,528.6555376509207,morphoPC6,IAA,Morphology,22.87399395305829,1.0725820692928894e-5
DDlin,536.7513603501636,3,343,536.8221568103406,morphoPC6,IAA,Morphology,31.04061311247824,1.8074725652591728e-7
DDexp,505.7107472376854,3,343,505.7815436978624,morphoPC6,IAA,Morphology,0,0.9941575358988962
MC,586.6876166383456,3,343,586.7584130985226,morphoPC6,IAA,Morphology,80.97686940066023,2.5915013394213293e-18
WN,396.94591053794574,1,343,396.9576407432243,morphoPC6,CPO,Morphology,70.94074428699662,3.0747692317499133e-16
BM,353.735114454008,1,343,353.7468446592866,morphoPC6,CPO,Morphology,27.729948203058882,7.428783051924468e-7
EB,355.83327868592954,1,343,355.8450088912081,morphoPC6,CPO,Morphology,29.828112434980426,2.601998857275548e-7
OU,333.68161493888107,1,343,333.69334514415965,morphoPC6,CPO,Morphology,7.676448687931952,0.016806596236377192
OUM_Diet,332.33496938459126,5,343,332.513010927618,morphoPC6,CPO,Morphology,6.496114471390285,0.030323971875821126
OUM_Habitat,328.9370684850814,6,343,329.1870684850814,morphoPC6,CPO,Morphology,3.170172028853699,0.1599577586605337
OUM_Symbiosis,336.05923600576006,5,343,336.2372775487868,morphoPC6,CPO,Morphology,10.22038109255908,0.004710552666729957
DDlin,335.19610086452366,3,343,335.26689732470066,morphoPC6,CPO,Morphology,9.250000868472966,0.007652216559394661
DDexp,325.9460999960507,3,343,326.0168964562277,morphoPC6,CPO,Morphology,0,0.7805476482298025
MC,355.83276087422615,3,343,355.90355733440316,morphoPC6,CPO,Morphology,29.886660878175462,2.526931496270901e-7
WN,56.00498165737114,1,343,56.016711862649736,morphoPC6,EPO,Morphology,3.974392157696286,0.03828389084263665
BM,52.03058949967485,1,343,52.04231970495345,morphoPC6,EPO,Morphology,0,0.2792829098692626
EB,54.82479422323889,1,343,54.836524428517485,morphoPC6,EPO,Morphology,2.794204723564036,0.06907016832669664
OU,53.161867149982065,1,343,53.17359735526066,morphoPC6,EPO,Morphology,1.1312776503072115,0.1586319052134105
OUM_Diet,55.60270214123157,5,343,55.780743684258276,morphoPC6,EPO,Morphology,3.7384239793048266,0.043078037319234166
OUM_Habitat,55.6784965980056,4,343,55.79683979327187,morphoPC6,EPO,Morphology,3.754520088318422,0.04273273429941059
OUM_Symbiosis,56.27287451420189,4,343,56.39121770946816,morphoPC6,EPO,Morphology,4.348898004514709,0.03174630306519129
DDlin,53.467030933391776,3,343,53.53782739356877,morphoPC6,EPO,Morphology,1.4955076886153194,0.13222056004700244
DDexp,53.30531417829497,3,343,53.376110638471964,morphoPC6,EPO,Morphology,1.3337909335185145,0.14335582340186034
MC,54.99472579575714,3,343,55.065522255934134,morphoPC6,EPO,Morphology,3.0232025509806846,0.06159766761529476
WN,68.43513924373741,1,343,68.446869449016,morphoPC6,AO,Morphology,0,0.5364955881358426
BM,91.4748765807063,1,343,91.48660678598489,morphoPC6,AO,Morphology,23.039737336968884,5.327834919154383e-6
EB,93.95373483072507,1,343,93.96546503600366,morphoPC6,AO,Morphology,25.518595586987658,1.5426717627867663e-6
OU,70.47902241354792,1,343,70.49075261882652,morphoPC6,AO,Morphology,2.0438831698105133,0.1930823445693532
OUM_Diet,73.71155530080448,5,343,73.88959684383119,morphoPC6,AO,Morphology,5.442727394815179,0.035293352833604685
OUM_Habitat,78.90533251954035,6,343,79.15533251954035,morphoPC6,AO,Morphology,10.708463070524346,0.0025366055848506184
OUM_Symbiosis,73.12626845055672,4,343,73.244611645823,morphoPC6,AO,Morphology,4.797742196806993,0.04872475612326712
DDlin,83.23489319482185,3,343,83.30568965499884,morphoPC6,AO,Morphology,14.858820205982838,3.1843026874601754e-4
DDexp,70.52131837393564,3,343,70.59211483411264,morphoPC6,AO,Morphology,2.1452453850966293,0.1835405540491822
MC,93.95353395459527,3,343,94.02433041477227,morphoPC6,AO,Morphology,25.57746096575626,1.4979284716492731e-6
WN,312.8513395652334,1,343,312.86306977051197,morphoPC7,IO,Morphology,8.429433125056846,0.011123450911643353
BM,364.05697713899406,1,343,364.06870734427264,morphoPC7,IO,Morphology,59.635070698817515,8.454279902787733e-14
EB,366.1687822189587,1,343,366.1805124242373,morphoPC7,IO,Morphology,61.74687577878217,2.941060617457253e-14
OU,310.6356851794592,1,343,310.64741538473777,morphoPC7,IO,Morphology,6.213778739282645,0.03367927851384909
OUM_Diet,310.77797318443095,5,343,310.95601472745767,morphoPC7,IO,Morphology,6.522378082002547,0.028863652251702097
OUM_Habitat,307.42124720944986,7,343,307.7555755676588,morphoPC7,IO,Morphology,3.3219389222036853,0.14299400065042828
OUM_Symbiosis,304.2555951024284,5,343,304.4336366454551,morphoPC7,IO,Morphology,0,0.752779334957799
DDlin,335.67226062178037,3,343,335.7430570819574,morphoPC7,IO,Morphology,31.30942043650225,1.1965019889997613e-7
DDexp,310.77098985894304,3,343,310.84178631912005,morphoPC7,IO,Morphology,6.408149673664923,0.030560163064236808
MC,366.16810684894926,3,343,366.2389033091263,morphoPC7,IO,Morphology,61.80526666367115,2.856436383324734e-14
WN,593.383931650245,1,343,593.3956618555236,morphoPC7,IAA,Morphology,22.822645123288567,8.87123435774406e-6
BM,669.9403422955256,1,343,669.9520725008042,morphoPC7,IAA,Morphology,99.37905576856917,2.1084859124473714e-22
EB,672.0010904569457,1,343,672.0128206622243,morphoPC7,IAA,Morphology,101.43980392998924,7.524626126022945e-23
OU,577.9691310882516,1,343,577.9808612935302,morphoPC7,IAA,Morphology,7.407844561295178,0.019736287563317016
OUM_Diet,576.4710157654238,5,343,576.6490573084504,morphoPC7,IAA,Morphology,6.076040576215405,0.0384116554989699
OUM_Habitat,573.8198815826751,7,343,574.154209940884,morphoPC7,IAA,Morphology,3.5811932086489833,0.13372488947942143
OUM_Symbiosis,579.9630928323718,5,343,580.1411343753985,morphoPC7,IAA,Morphology,9.568117643163419,0.0067014398660133175
DDlin,611.341925495519,3,343,611.412721955696,morphoPC7,IAA,Morphology,40.83970522346101,1.0854983350206263e-9
DDexp,570.502220272058,3,343,570.573016732235,morphoPC7,IAA,Morphology,0,0.8014168552724222
MC,672.0001449468739,3,343,672.0709414070509,morphoPC7,IAA,Morphology,101.49792467481586,7.309104426180413e-23
WN,379.15093115471103,1,343,379.1626613599896,morphoPC7,CPO,Morphology,5.576490440116572,0.028310789262491524
BM,447.6338268815251,1,343,447.6455570868037,morphoPC7,CPO,Morphology,74.05938616693066,3.8113612794800526e-17
EB,449.73217131555907,1,343,449.74390152083765,morphoPC7,CPO,Morphology,76.15773060096461,1.3348436908752224e-17
OU,376.98145037215477,1,343,376.99318057743335,morphoPC7,CPO,Morphology,3.407009657560309,0.08376232878934609
OUM_Diet,375.4242956722692,5,343,375.6023372152959,morphoPC7,CPO,Morphology,2.016166295422863,0.167906126158371
OUM_Habitat,373.33617091987304,6,343,373.58617091987304,morphoPC7,CPO,Morphology,0,0.4601204017071612
OUM_Symbiosis,375.49167976985575,5,343,375.6697213128825,morphoPC7,CPO,Morphology,2.083550393009432,0.1623432631054912
DDlin,410.58235476760655,3,343,410.65315122778355,morphoPC7,CPO,Morphology,37.06698030791051,4.110351722450283e-9
DDexp,376.6174754298725,3,343,376.6882718900495,morphoPC7,CPO,Morphology,3.1021009701764797,0.0975570868667873
MC,449.7315131942401,3,343,449.8023096544171,morphoPC7,CPO,Morphology,76.21613873454407,1.2964245546130685e-17
WN,54.76618483867957,1,343,54.77791504395817,morphoPC7,EPO,Morphology,0,0.5747727527758388
BM,66.01846558741848,1,343,66.03019579269707,morphoPC7,EPO,Morphology,11.252280748738904,0.0020705916252623706
EB,68.8127450758644,1,343,68.824475281143,morphoPC7,EPO,Morphology,14.046560237184828,5.120641501774291e-4
